State_Year,Population_18_24,Population_35_39,Population_45_49,Population_55_59,Population_75_79,Population_85_Over,Median_Income,White_Pop,Minority_Pop,Hispanic_Pop,Population_Density,Pres_Label
DE_2004,0.136171168,0.09592428,0.093547126,0.110986583,0.058745729,0.030043861,0.889335578,0.84338402,0.15661598,0.053786327,0.252692746,1
DC_2004,0.161958825,0.136277137,0.084242754,0.079547857,0.034868668,0.023519791,0.33547074,0.414350503,0.585649497,0.127948874,1.0004232,1
FL_2004,0.134873022,0.100996154,0.103032523,0.110477229,0.063766832,0.042764199,-0.546825646,0.820919163,0.179080837,0.164526907,0.205394984,0
GA_2004,0.163396486,0.112322668,0.112230896,0.105130459,0.040877062,0.022478606,-0.25128709,0.773569755,0.226430245,0.058970766,0.108257008,0
HI_2004,0.120615137,0.094269524,0.084935378,0.085563008,0.041061717,0.039733083,1.190688552,0.253938556,0.746061444,0.096184145,0.094487993,1
ID_2004,0.166887544,0.112469737,0.10382164,0.113211724,0.05329775,0.030026232,-0.611781,0.991896769,0.008103231,0.066222889,0.011475644,0
IL_2004,0.127005855,0.091221378,0.087790749,0.092177502,0.038339349,0.027963864,0.584660079,0.853850326,0.146149674,0.117070241,0.16155083,1
IN_2004,0.142372238,0.094454936,0.09039309,0.097005781,0.04096392,0.027432307,-0.16191118,0.899606385,0.100393615,0.037092791,0.127011843,0
IA_2004,0.142484312,0.09381324,0.081510702,0.095742822,0.042548482,0.033884634,-0.220387612,0.985660333,0.014339667,0.027428647,0.039082406,0
KS_2004,0.146355443,0.092525592,0.083866329,0.094247024,0.03898306,0.031652708,-0.419905209,0.881442033,0.118557967,0.069217039,0.024079565,0
KY_2004,0.126893046,0.084617758,0.086024946,0.091797399,0.038372157,0.023693539,-1.187076121,0.908267674,0.091732326,0.016389778,0.082304502,0
LA_2004,0.132878011,0.096609064,0.084952035,0.092383783,0.039064906,0.022471131,-1.491087114,0.663971028,0.336028972,0.03366318,0.0637598,0
ME_2004,0.106555244,0.080132106,0.085,0.105298239,0.045885709,0.034876902,-0.482534796,0.954305723,0.045694277,0.005486389,0.028266702,1
MD_2004,0.131683917,0.100715549,0.098222739,0.102516129,0.041479561,0.026609016,2.130962991,0.705527461,0.294472539,0.053386001,0.335912889,1
MA_2004,0.141712818,0.087946717,0.08949098,0.098993656,0.039579786,0.031020255,1.572446619,0.838789272,0.161210728,0.058333713,0.466448634,1
MI_2004,0.129328375,0.080943789,0.084722776,0.094226718,0.041296699,0.027470131,0.036111281,0.830635395,0.169364605,0.026103838,0.077093642,1
MN_2004,0.133346724,0.102435224,0.089772296,0.106986163,0.041628789,0.030775194,1.164606734,0.959057547,0.040942453,0.02860042,0.043244007,1
MS_2004,0.144800838,0.095870773,0.085162595,0.091034776,0.042905224,0.022116685,-1.646913514,0.677420801,0.322579199,0.032192276,0.043348765,0
MO_2004,0.132626836,0.092062553,0.086848772,0.098330432,0.044382285,0.029247838,-0.549317539,0.909865196,0.090134804,0.022218327,0.061535096,0
MT_2004,0.137489376,0.099050889,0.085425662,0.102585676,0.052692943,0.029543866,-1.431613925,0.953472646,0.046527354,0.013482868,0.004237542,0
NE_2004,0.145233705,0.102066664,0.08556596,0.094944153,0.039358889,0.032418748,-0.336509844,0.953136857,0.046863143,0.054835688,0.016233239,0
NV_2004,0.152801809,0.126854181,0.124674617,0.11743522,0.052870712,0.027216889,0.504919491,0.864552953,0.135447047,0.189216998,0.015345993,0
NH_2004,0.133300038,0.08291053,0.09304736,0.116581897,0.043933575,0.032205487,1.525931276,0.941368669,0.058631331,0.012510657,0.104477731,1
NJ_2004,0.11859362,0.09020498,0.092702437,0.097973045,0.040119231,0.030218008,2.183957257,0.694147748,0.305852252,0.131706078,0.748318407,1
NM_2004,0.146328603,0.100455017,0.087546052,0.100507301,0.047090844,0.029996959,-1.05550415,0.742489346,0.257510654,0.410900527,0.010972461,0
NY_2004,0.124505743,0.087434685,0.085360234,0.091581793,0.039542232,0.029839,0.191273176,0.755893825,0.244106175,0.191073219,0.267266673,1
NC_2004,0.154111007,0.103842719,0.109065587,0.106095178,0.048162331,0.028027312,-0.552972316,0.859548838,0.140451162,0.052244022,0.119699149,0
ND_2004,0.157630694,0.093901185,0.075395642,0.092128901,0.035005852,0.03436291,-0.823758064,0.948091301,0.051908699,0.016917756,0.006741069,0
OH_2004,0.124955821,0.084125635,0.08535273,0.095151769,0.04241071,0.028941693,-0.136327741,0.867687555,0.132312445,0.017040262,0.191932159,0
OK_2004,0.144367605,0.099784712,0.087946177,0.097548828,0.041703506,0.027637464,-1.176610168,0.831090595,0.168909405,0.051753182,0.037222142,0
OR_2004,0.135782312,0.107026139,0.100048522,0.0992095,0.047829068,0.030212952,-0.269727101,0.946713177,0.053286823,0.070388731,0.027129584,1
PA_2004,0.122660875,0.081641232,0.084624521,0.096538195,0.043847712,0.03302784,-0.079346446,0.912760863,0.087239137,0.031351596,0.20659363,1
RI_2004,0.139136532,0.080931313,0.081844801,0.090374802,0.038368955,0.032662126,0.472691003,0.822309346,0.177690654,0.070332386,0.532973226,1
SC_2004,0.154838548,0.10063427,0.100549124,0.11099183,0.051932992,0.026932642,-0.787044169,0.735858234,0.264141766,0.031308418,0.098700834,0
SD_2004,0.148775852,0.097392279,0.082390659,0.103035187,0.041530821,0.038123352,-0.818442025,0.935350952,0.064649048,0.012634788,0.006857289,0
TN_2004,0.138953853,0.097161791,0.099916378,0.099792627,0.045456848,0.025436716,-0.871602418,0.848570583,0.151429417,0.02608103,0.105788626,0
TX_2004,0.176872177,0.127156269,0.115180732,0.106081462,0.039282864,0.023973175,-0.423061607,0.832305411,0.167694589,0.293433885,0.059744808,0
UT_2004,0.220117237,0.139947387,0.106662363,0.0938836,0.036434905,0.021719648,0.503756607,0.970562094,0.029437906,0.091918773,0.018824418,0
VT_2004,0.137888281,0.078283466,0.081519005,0.09988769,0.046344203,0.027916071,0.059202827,0.970132658,0.029867342,0.020007685,0.049106138,1
VA_2004,0.148760063,0.104246292,0.100167645,0.103426349,0.042496778,0.026686616,1.148160238,0.782634628,0.217365372,0.05389873,0.132048197,0
WA_2004,0.14277758,0.117071116,0.102630308,0.105800474,0.043802838,0.027761663,0.705433846,0.953642688,0.046357312,0.066490674,0.064849165,1
WV_2004,0.115069884,0.076020672,0.081816617,0.090625373,0.04597505,0.028598592,-1.694259489,0.957182025,0.042817975,0.007636199,0.058194013,0
WI_2004,0.134253884,0.09176548,0.085702027,0.102499858,0.04165616,0.030483425,0.324008031,0.953670961,0.046329039,0.037068313,0.062948685,1
WY_2004,0.136544513,0.104909028,0.088936196,0.100746813,0.046314584,0.024543813,-0.067551484,0.946332318,0.053667682,0.071905579,0.003356327,0
AL_2000,0.132892249,0.102430902,0.095814642,0.068579314,0.035831294,0.020432469,-1.116590564,0.779547026,0.220452974,0.022611174,0.062955229,0
AK_2000,0.157202879,0.126525179,0.090220982,0.09966186,0.038402679,0.013076567,1.67324576,0.906051692,0.093948308,0.035974305,8.41333E-05,0
AZ_2000,0.191389399,0.124900632,0.111540338,0.110521461,0.079103698,0.034455999,-0.184842685,0.888030939,0.111969061,0.193422621,0.032641997,0
AR_2000,0.14706214,0.095091268,0.088931068,0.09154534,0.052891957,0.027267657,-1.695680151,0.904972654,0.095027346,0.029273409,0.037023463,0
CA_2000,0.149285333,0.11259698,0.097868046,0.096030892,0.047197355,0.028999812,0.896451236,0.620843248,0.379156752,0.416375938,0.150561738,1
CO_2000,0.172042953,0.139368411,0.111219247,0.103547168,0.053072368,0.026741754,1.009497905,0.847070865,0.152929135,0.136512855,0.03038155,0
CT_2000,0.136866293,0.093120516,0.083356594,0.100038531,0.048462019,0.032000259,1.897142375,0.959140731,0.040859269,0.07534472,0.463979667,1
DE_2000,0.14718634,0.104666563,0.089511811,0.111286941,0.071480938,0.032250843,1.061374328,0.888008982,0.111991018,0.044787521,0.236736653,1
DC_2000,0.152689292,0.139985296,0.081401663,0.068959122,0.036248288,0.021023605,-0.156285305,0.527717504,0.472282496,0.121585173,1.0004232,1
FL_2000,0.150281497,0.115280234,0.106654629,0.119873157,0.082347305,0.044932687,-0.464164274,0.794367311,0.205632689,0.13122196,0.188129535,0
GA_2000,0.179373039,0.12206316,0.113004908,0.113747127,0.053042408,0.023946061,0.088902612,0.767771569,0.232228431,0.050027276,0.101236912,0
HI_2000,0.121643496,0.099827746,0.084845135,0.086768227,0.059622996,0.037771615,1.262965772,0.281233711,0.718766289,0.093028204,0.089902361,1
ID_2000,0.213558405,0.132808952,0.119723985,0.119069792,0.068304386,0.033468313,-0.608640958,0.951611663,0.048388337,0.048467483,0.010544415,0
IL_2000,0.128001144,0.093077615,0.082863272,0.087123259,0.043638507,0.026814846,0.81044114,0.895463919,0.104536081,0.106148935,0.158211077,1
IN_2000,0.151338106,0.098451109,0.087946169,0.092256568,0.049232573,0.026282625,-0.003359692,0.954943244,0.045056756,0.03014115,0.123362696,0
IA_2000,0.148617309,0.093785406,0.081564942,0.086504369,0.050174807,0.031155469,-0.183828813,0.952713263,0.047286737,0.020630369,0.038413886,1
KS_2000,0.15440473,0.102118369,0.081753299,0.086902206,0.045294024,0.029877775,-0.064360958,0.901696971,0.098303029,0.059711877,0.023492783,0
KY_2000,0.12676568,0.085243338,0.082356197,0.085200669,0.045480465,0.02357349,-1.078232427,0.9229277,0.0770723,0.012785342,0.080975367,0
LA_2000,0.134474022,0.099224873,0.078841211,0.081162978,0.045332692,0.021975686,-1.589561604,0.686015857,0.313984143,0.029668876,0.061581307,0
ME_2000,0.112882713,0.091148459,0.080948598,0.104520536,0.059740131,0.033995078,-0.666093675,0.954305723,0.045694277,0.002563084,0.027072093,1
MD_2000,0.135038737,0.10781476,0.09312391,0.103737284,0.04975384,0.029643034,1.894100761,0.750582923,0.249417077,0.041759143,0.318952999,1
MA_2000,0.144890979,0.096216585,0.083759025,0.098426861,0.048697623,0.030399227,1.307069181,0.866994776,0.133005224,0.043617535,0.459561986,1
MI_2000,0.129327331,0.08329456,0.076679628,0.088480666,0.045827252,0.027434722,0.62034024,0.834840661,0.165159339,0.021043027,0.075561452,1
MN_2000,0.14101148,0.110067505,0.087292374,0.096337833,0.050656895,0.03229578,1.290847237,0.910928784,0.089071216,0.023151691,0.04140363,1
MS_2000,0.145773796,0.089927377,0.084531832,0.08086385,0.045185271,0.024045282,-1.518928558,0.698479763,0.301520237,0.026683417,0.042195316,0
MO_2000,0.139220862,0.097909605,0.083070592,0.090256924,0.050451685,0.028671532,-0.189236128,0.943105255,0.056894745,0.018189751,0.059418701,0
MT_2000,0.154442309,0.113298879,0.09221633,0.097218462,0.063268588,0.030693403,-1.394053389,0.97024001,0.02975999,0.007114276,0.004016374,0
NE_2000,0.1538105,0.109231163,0.085670438,0.084555477,0.048456217,0.029962195,-0.186194513,0.920882429,0.079117571,0.04331067,0.015772029,0
NV_2000,0.177629947,0.149745352,0.129765369,0.133492501,0.073732019,0.028740256,0.535175036,0.972083141,0.027916859,0.153739332,0.013037033,0
NH_2000,0.128817626,0.096781891,0.08361138,0.112784573,0.05555435,0.032193017,1.402373099,0.941368669,0.058631331,0.005742439,0.098967568,0
NJ_2000,0.124839008,0.097846671,0.090828441,0.098854178,0.04917458,0.029408932,1.936345406,0.677213807,0.322786193,0.114879079,0.728779092,1
NM_2000,0.157237583,0.105585106,0.088486652,0.095278725,0.060331494,0.028740364,-1.190265224,0.855336662,0.144663338,0.391941977,0.010248487,1
NY_2000,0.12649691,0.091322901,0.08029021,0.091570891,0.046345072,0.030521106,0.03922291,0.792788786,0.207211214,0.171864959,0.261991413,1
NC_2000,0.17145129,0.117231275,0.107654512,0.11011039,0.060863819,0.028867593,-0.446421523,0.917411694,0.082588306,0.043064922,0.113011029,0
ND_2000,0.159236519,0.103519945,0.071474335,0.08051636,0.04418618,0.032779727,-0.996108838,0.986396919,0.013603081,0.023728167,0.006889156,0
OH_2000,0.126211206,0.086064854,0.078509378,0.08755364,0.046453405,0.027719616,0.088395676,0.878268518,0.121731482,0.012457136,0.188711118,0
OK_2000,0.15941842,0.107235291,0.089597796,0.087807453,0.051825139,0.024979435,-1.371072302,0.864789567,0.135210433,0.039884405,0.036089648,0
OR_2000,0.141931065,0.116318406,0.102508369,0.094674932,0.061492929,0.032418204,0.022156074,0.90368076,0.09631924,0.055368095,0.025699261,1
PA_2000,0.128473642,0.08910092,0.077576095,0.090842559,0.051125412,0.032184947,-0.018905721,0.942853053,0.057146947,0.021658868,0.202820369,1
RI_2000,0.14154296,0.090802736,0.075858473,0.092594738,0.048562872,0.029585031,0.130809299,0.853002957,0.146997043,0.051416475,0.516244523,1
SC_2000,0.168698403,0.110466331,0.101180623,0.110193688,0.065044445,0.031101546,-0.71780112,0.746433396,0.253566604,0.02498106,0.09337896,0
SD_2000,0.1552148,0.101578629,0.091168725,0.094624711,0.050413624,0.035145279,-0.909929763,0.955203493,0.044796507,0.006355731,0.006604494,0
TN_2000,0.151939687,0.107603314,0.097878739,0.105396061,0.054853121,0.027308051,-0.975155494,0.866560215,0.133439785,0.019990941,0.101551711,0
TX_2000,0.201523538,0.144282798,0.125299682,0.110535357,0.050340244,0.025859774,-0.412456829,0.792538556,0.207461444,0.260905763,0.055450289,0
UT_2000,0.273571757,0.152422245,0.134362123,0.100369088,0.050367913,0.02548554,0.744032559,0.996529431,0.003470569,0.074878174,0.017309363,0
VT_2000,0.14315322,0.089866582,0.076572709,0.089666084,0.054988689,0.029100506,-0.167944827,0.960132658,0.039867342,0.01465813,0.047480761,1
VA_2000,0.158489111,0.111549065,0.097537142,0.10478843,0.053325874,0.028199496,0.888509243,0.805398503,0.194601497,0.044068718,0.124851802,0
WA_2000,0.154632374,0.13567261,0.106783492,0.104021501,0.057133272,0.030399866,0.560183866,0.964742759,0.035257241,0.051450178,0.061144599,1
WV_2000,0.114810838,0.071630323,0.075224065,0.081481212,0.049126124,0.025995283,-1.916873109,0.947182025,0.052817975,0.006080347,0.057419197,0
WI_2000,0.141134333,0.094533514,0.082364151,0.098492742,0.050075091,0.02992502,0.502224214,0.98914193,0.01085807,0.030922797,0.060608599,1
WY_2000,0.143143923,0.116732985,0.084068347,0.096528935,0.053807708,0.022252819,-0.438817487,0.935332318,0.064667682,0.06592408,0.003165896,0
AL_1996,0.134672453,0.106119671,0.099154306,0.066960134,0.034306535,0.020157953,-1.061707087,0.801051874,0.198948126,0.019674182,0.060605015,0
AK_1996,0.200024864,0.126922764,0.088981491,0.069637896,0.019695035,0.008979674,1.958733928,0.967029105,0.032970895,0.029322604,5.14549E-05,0
AZ_1996,0.214109481,0.136870544,0.122883235,0.13016206,0.057455689,0.037379083,-0.446833726,0.967678627,0.032321373,0.159363849,0.029984993,1
AR_1996,0.152833171,0.09623764,0.090648515,0.096171307,0.055464232,0.027851309,-1.509629395,0.910466201,0.089533799,0.02073651,0.035744273,1
CA_1996,0.15591717,0.116385945,0.101550392,0.104107862,0.05055273,0.024914244,0.74371233,0.812168653,0.187831347,0.319716476,0.143896574,1
CO_1996,0.18840346,0.150484145,0.118966573,0.10149148,0.037877824,0.022235415,0.789877579,0.955986879,0.044013121,0.116874824,0.027929822,0
CT_1996,0.143414609,0.091455302,0.115065483,0.105316009,0.035122751,0.02987693,1.995347746,0.847341715,0.152658285,0.058359255,0.452250998,1
DE_1996,0.157657169,0.105372424,0.117559298,0.105782933,0.050635475,0.03262733,0.944690354,0.92075729,0.07924271,0.034556903,0.22181092,1
DC_1996,0.173513646,0.147779033,0.082939102,0.070517331,0.035885887,0.022098578,-0.102982216,0.538836839,0.461163161,0.175867464,1.0004232,1
FL_1996,0.16554247,0.12390211,0.115971205,0.097728897,0.058750092,0.023082375,-0.785113569,0.989185549,0.010814451,0.092605251,0.174418723,1
GA_1996,0.195514128,0.129751272,0.121650452,0.093454074,0.035886445,0.026662829,-0.236901236,0.848589508,0.151410492,0.039779125,0.09452319,0
HI_1996,0.099531293,0.101520476,0.085805614,0.075675727,0.043539388,0.017752129,1.735867208,0.276983591,0.723016409,0.052253955,0.087021141,1
ID_1996,0.239061543,0.145666711,0.131709925,0.096295969,0.054704242,0.022100538,-0.333211497,0.986180569,0.013819431,0.027092023,0.009438605,0
IL_1996,0.128831725,0.092133826,0.082018321,0.093934643,0.044626491,0.027117046,0.902703856,0.93801019,0.06198981,0.0949258,0.155793009,1
IN_1996,0.157406661,0.099565433,0.088774323,0.095233045,0.05120703,0.027008242,0.109139144,0.977523676,0.022476324,0.02276932,0.119401047,0
IA_1996,0.153515304,0.094252253,0.080873767,0.090911264,0.051065043,0.03126944,-0.245258738,0.980130524,0.019869476,0.013507869,0.037368218,1
KS_1996,0.159494351,0.102664978,0.080909228,0.085568353,0.046126638,0.030206618,-0.267346422,0.947037727,0.052962273,0.049724532,0.022831945,0
KY_1996,0.133140811,0.084470924,0.081861819,0.099245265,0.04719051,0.02425339,-0.860331086,0.927675812,0.072324188,0.00909425,0.079765312,1
LA_1996,0.133887061,0.099038296,0.0774241,0.078945701,0.046603766,0.02254171,-1.200401822,0.711330295,0.288669705,0.025544762,0.060350094,1
ME_1996,0.116251983,0.093624246,0.079594838,0.113493071,0.062318841,0.035086216,-0.388331213,0.990117479,0.009882521,0.000262351,0.026167429,1
MD_1996,0.141936538,0.109440481,0.094755177,0.112297893,0.052946162,0.029689412,1.839142054,0.797956541,0.202043459,0.029233562,0.306168733,1
MA_1996,0.152401902,0.095852898,0.083983389,0.104983126,0.040610862,0.031601717,1.140693674,0.950211799,0.049788201,0.028036813,0.444344191,1
MI_1996,0.130942848,0.081104015,0.074461609,0.110947531,0.047245523,0.028409556,0.659142369,0.840924691,0.159075309,0.015840136,0.074350768,1
MN_1996,0.14694132,0.112066696,0.08823999,0.103221494,0.053715889,0.033957255,0.962599286,0.958586555,0.041413445,0.017277502,0.03966185,1
MS_1996,0.147059215,0.088807261,0.084344082,0.089610998,0.046987317,0.023871134,-1.60235787,0.720046263,0.279953737,0.025257839,0.041363525,0
MO_1996,0.143704634,0.098357563,0.082986089,0.093741609,0.052375552,0.029556412,-0.39927556,0.967612124,0.032387876,0.013938605,0.057659658,1
MT_1996,0.164373184,0.076028374,0.093665271,0.093710853,0.030360424,0.032966428,-1.241592367,0.986251676,0.013748324,6.44428E-05,0.003753401,0
NE_1996,0.160119405,0.11143805,0.086156773,0.098748986,0.050192388,0.030607237,-0.276897853,0.961563344,0.038436656,0.031029932,0.01518979,0
NV_1996,0.20183027,0.167993796,0.146717826,0.128454083,0.071479027,0.019580949,0.648595998,0.775370001,0.224629999,0.109966886,0.011738308,1
NH_1996,0.135191806,0.073079543,0.115628853,0.103469012,0.030556134,0.033861296,1.034632994,1.056337521,-0.056337521,0.000318692,0.094501234,1
NJ_1996,0.129703822,0.097636704,0.091761606,0.105383252,0.039474802,0.030917153,2.371634323,0.663919833,0.336080167,0.097143723,0.707526842,1
NM_1996,0.165235527,0.108565291,0.090146964,0.128830577,0.040625884,0.030389119,-1.57987221,0.830956021,0.169043979,0.370600358,0.009700913,1
NY_1996,0.128457571,0.090358668,0.07942078,0.095899212,0.047612504,0.03187303,0.147742843,0.83071212,0.16928788,0.166125879,0.256712777,1
NC_1996,0.186827825,0.124622275,0.11514998,0.132779383,0.038326639,0.026110301,-0.092833821,0.920350923,0.079649077,0.03260946,0.105289377,0
ND_1996,0.1507882,0.084183315,0.06990206,0.084608631,0.042808647,0.033240986,-0.826901079,0.981069533,0.018930467,0.027867957,0.006679449,0
OH_1996,0.135893396,0.084526042,0.076816899,0.099273439,0.047357395,0.02847604,-0.150341394,0.908208833,0.091791167,0.00773495,0.185454794,1
OK_1996,0.166876186,0.110501859,0.091354105,0.079794976,0.054976177,0.025805227,-1.453713727,0.898126844,0.101873156,0.027171675,0.034656693,0
OR_1996,0.150748319,0.123053168,0.106819409,0.102165089,0.050894609,0.034271862,0.037901389,0.983175298,0.016824702,0.038640898,0.024245699,1
PA_1996,0.131677102,0.088247051,0.07600297,0.106127926,0.03861809,0.032975509,0.030936804,0.973740642,0.026259358,0.011601052,0.198479575,1
RI_1996,0.145365762,0.088829422,0.074376736,0.08829114,0.036032795,0.034358853,0.288228472,0.901581702,0.098418298,0.031711121,0.503746588,1
SC_1996,0.182707491,0.11694156,0.107290361,0.12212483,0.047302923,0.030068613,-0.442853964,0.7555766,0.2444234,0.017769117,0.086869703,0
SD_1996,0.162408302,0.101982427,0.092818305,0.066694765,0.05261729,0.035988214,-1.023501363,0.975112392,0.024887608,0.001309974,0.00625937,0
TN_1996,0.161658374,0.11174559,0.108571478,0.114544605,0.039569643,0.02928485,-0.767403624,0.884420321,0.115579679,0.013289498,0.096304745,1
TX_1996,0.224810734,0.159099592,0.138723385,0.101245741,0.03005354,0.028841193,-0.433899497,0.78609076,0.21390924,0.221772478,0.050869162,0
UT_1996,0.305538953,0.172048871,0.151749875,0.096554452,0.034698661,0.017284141,0.27987097,0.924998442,0.075001558,0.054000762,0.01551943,0
VT_1996,0.149284583,0.078136605,0.074577416,0.096628278,0.05785527,0.029900763,-0.318685363,0.943484249,0.056515751,0.015187512,0.045955005,1
VA_1996,0.169570493,0.115189066,0.101011222,0.113382099,0.03799736,0.030124359,0.707695476,0.878893173,0.121106827,0.03326264,0.118581897,0
WA_1996,0.167289254,0.146166944,0.113178711,0.115386177,0.046589361,0.033506715,0.575766338,0.865616381,0.134383619,0.034284195,0.056828367,1
WV_1996,0.113402563,0.068656356,0.072106399,0.094983036,0.049696486,0.025895692,-1.82940334,0.964625351,0.035374649,0.004515718,0.057223004,1
WI_1996,0.146058017,0.094782736,0.081878048,0.104815619,0.052233495,0.031035201,0.725206433,0.915961195,0.084038805,0.024414345,0.058691924,1
WY_1996,0.147812432,0.118173861,0.082139629,0.110825715,0.055667426,0.024038076,-0.752280525,0.988663557,0.011336443,0.059368672,0.003000067,0
AL_1992,0.136257768,0.111197398,0.103442511,0.06488324,0.03278047,0.019907409,-1.180957035,0.823134081,0.176865919,0.016526322,0.05870741,0
AK_1992,0.17115755,0.131508039,0.087539794,0.120495394,0.019912078,0.014131313,1.716078871,0.832553041,0.167446959,0.022022794,2.51791E-05,0
AZ_1992,0.244792976,0.152136199,0.137719798,0.119339444,0.066134527,0.021785947,-0.389062116,0.927854783,0.072145217,0.118833111,0.027778479,0
AR_1992,0.160256161,0.097949616,0.092656513,0.103547926,0.060234124,0.02932443,-1.576571859,0.972849904,0.027150096,0.01166777,0.034699527,1
CA_1992,0.164147393,0.120456303,0.105867049,0.117325804,0.056183453,0.028925229,0.811309544,0.791551597,0.208448403,0.352652226,0.138512241,1
CO_1992,0.209635887,0.165898774,0.127947344,0.096295447,0.041645677,0.027659645,0.359811908,0.901528872,0.098471128,0.093921141,0.026108693,1
CT_1992,0.152890932,0.089991225,0.123319588,0.114583766,0.045348622,0.035487162,2.474266698,0.903241223,0.096758777,0.040606109,0.442695348,1
DE_1992,0.171055074,0.109702211,0.13366925,0.095133298,0.049369344,0.033807226,1.019317786,0.998291076,0.001708924,0.022985316,0.209576508,1
DC_1992,0.187753497,0.161437708,0.08455907,0.086244259,0.037366599,0.023122801,0.13095849,0.606936361,0.393063639,0.088396889,1.0004232,1
FL_1992,0.186922416,0.134967066,0.127850606,0.112420642,0.067066585,0.039584802,-0.551388378,0.847392245,0.152607755,0.048107012,0.163239549,0
GA_1992,0.21672582,0.138673809,0.132634138,0.121927885,0.039366553,0.028199973,-0.025602085,0.84670829,0.15329171,0.028100768,0.089075336,1
HI_1992,0.175281167,0.104508432,0.086717045,0.097214575,0.048113053,0.040314765,1.900359095,0.282982539,0.717017461,0.102948989,0.084738306,1
ID_1992,0.275476174,0.164929842,0.147201744,0.132727916,0.03571763,0.029389883,-0.498831924,0.968896116,0.031103884,0.00159722,0.008631423,0
IL_1992,0.129641587,0.090746726,0.080871358,0.08639533,0.046977608,0.028545671,0.631907978,0.981506484,0.018493516,0.083394978,0.153798646,1
IN_1992,0.164892324,0.100873974,0.089441512,0.086406578,0.05552991,0.028889571,-0.016066526,0.915704925,0.084295075,0.014959165,0.116120226,0
IA_1992,0.159612361,0.095245949,0.079933719,0.076471494,0.053697331,0.032079641,-0.468672947,0.966421894,0.033578106,0.006049904,0.03652242,1
KS_1992,0.166057167,0.104310532,0.079944922,0.084116747,0.048467955,0.03146367,-0.314329944,0.973941514,0.026058486,0.039237179,0.022297258,0
KY_1992,0.194744859,0.083329512,0.081394301,0.070689499,0.050706973,0.025716729,-1.228856588,0.929473329,0.070526671,0.005315593,0.078838653,1
LA_1992,0.133652447,0.099291053,0.075510357,0.077458352,0.049856504,0.023626882,-1.255689208,0.757763955,0.242236045,0.021287823,0.059433946,1
ME_1992,0.120202164,0.084770151,0.07788017,0.116831675,0.068669238,0.038129275,-0.45736333,0.972211601,0.027788399,0.000269726,0.025436088,1
MD_1992,0.150793566,0.111402255,0.09643269,0.125112618,0.058877872,0.02210522,1.897698009,0.847757344,0.152242656,0.015759903,0.2955898,1
MA_1992,0.162238595,0.095716071,0.084071431,0.116072391,0.03799506,0.033721167,1.47170245,0.955690287,0.044309713,0.011555245,0.432296612,1
MI_1992,0.132966222,0.078490765,0.071760313,0.078321219,0.050005803,0.030506771,0.412590119,0.86796187,0.13203813,0.010492522,0.073349043,1
MN_1992,0.154076906,0.115163962,0.088892643,0.11500037,0.05952671,0.037023042,0.500627723,0.93475767,0.06524233,0.010954138,0.038274086,1
MS_1992,0.148708777,0.087971556,0.084076501,0.085616593,0.050320189,0.024726114,-1.800546619,0.742131006,0.257868994,0.026129977,0.040688978,0
MO_1992,0.149293525,0.099250033,0.082863113,0.087923006,0.056355648,0.031255999,-0.513689656,0.986224849,0.013775151,0.009456347,0.056196965,1
MT_1992,0.177776677,0.092838858,0.095106443,0.121419016,0.047006557,0.036365588,-1.043689336,0.949529367,0.050470633,6.77138E-05,0.00354418,1
NE_1992,0.167902778,0.115723032,0.086521593,0.086289822,0.053759002,0.031988611,-0.490848666,0.941222886,0.058777114,0.017957168,0.014721695,0
NV_1992,0.235534678,0.193308466,0.169495956,0.195715533,0.047564705,0.034055212,0.53477833,0.873726571,0.126273429,0.05668711,0.010678816,1
NH_1992,0.143605542,0.116586193,0.151501724,0.111329865,0.025955457,0.038052259,1.168560374,0.964074485,0.035925515,0.000330859,0.09100485,1
NJ_1992,0.135977371,0.097102047,0.092793268,0.115532213,0.041812215,0.033413175,2.226785676,0.788005357,0.211994643,0.07846565,0.690512808,1
NM_1992,0.176127968,0.112650197,0.091695032,0.104084198,0.052589638,0.034230585,-0.956317004,0.99368764,0.00631236,0.346706204,0.009278054,1
NY_1992,0.1310278,0.088862023,0.078334973,0.103312877,0.050459936,0.034296559,0.441640311,0.869688143,0.130311857,0.165950965,0.252451106,1
NC_1992,0.206842734,0.133738433,0.124586831,0.102429185,0.038257966,0.023948432,-0.476877963,0.849696904,0.150303096,0.020758485,0.099347502,0
ND_1992,0.143952778,0.088172648,0.068344283,0.089310489,0.044783002,0.034773999,-0.849651796,0.995917748,0.004082252,0.036301101,0.006515051,0
OH_1992,0.139314496,0.082779824,0.074647235,0.090190561,0.04954394,0.030263453,0.005000407,0.906468773,0.093531227,0.002870476,0.182745664,1
OK_1992,0.176372377,0.115120182,0.093266533,0.109153186,0.060176373,0.027094191,-1.147028186,0.881239153,0.118760847,0.01357166,0.033525932,0
OR_1992,0.161151096,0.132725994,0.111419011,0.122289789,0.044042586,0.038199758,-0.089024641,0.943428029,0.056571971,0.020073468,0.023046602,1
PA_1992,0.136226304,0.087624135,0.074111536,0.100708992,0.042019045,0.034878313,0.040703314,0.906230877,0.093769123,0.001168255,0.194904845,1
RI_1992,0.15062206,0.087676877,0.072659099,0.08212663,0.038505745,0.032135083,0.519033569,0.884362193,0.115637807,0.011189614,0.493786466,1
