State_Year,Population_18_24,Population_35_39,Population_45_49,Population_55_59,Population_75_79,Population_85_Over,Median_Income,White_Pop,Minority_Pop,Hispanic_Pop,Population_Density,Pres_Label
SC_1992,0.201312614,0.124875428,0.114450434,0.140225284,0.048272146,0.024089998,-0.694421764,0.763074567,0.236925433,0.009588446,0.08186029,0
SD_1992,0.171525865,0.105359479,0.095050812,0.10525078,0.056612686,0.038420339,-1.030162147,0.995049231,0.004950769,0.001363685,0.005990077,0
TN_1992,0.17411199,0.117016921,0.114700066,0.12884962,0.046399133,0.032526976,-0.906865151,0.90210168,0.09789832,0.00593327,0.092067687,1
TX_1992,0.255337532,0.178484567,0.156403293,0.121784842,0.03868499,0.033660161,-0.481313107,0.789314658,0.210685342,0.175220318,0.047249114,0
UT_1992,0.34868615,0.201444009,0.177676725,0.121733546,0.042446429,0.029915387,0.328544145,0.960763937,0.039236063,0.028730018,0.01418343,0
VT_1992,0.157420356,0.087643035,0.071662637,0.100812683,0.064142044,0.032119246,-0.054874034,0.951808454,0.048191546,0.019521392,0.044753616,1
VA_1992,0.183932903,0.119545077,0.104963273,0.127615294,0.02995933,0.020213791,0.875175614,0.893538187,0.106461813,0.021413116,0.113529925,0
WA_1992,0.183179546,0.160653789,0.120445013,0.13265797,0.050697434,0.03843772,0.644769895,0.91517957,0.08482043,0.014786416,0.053470497,1
WV_1992,0.112349599,0.065673058,0.068467,0.100093227,0.051170926,0.02648907,-1.604069751,0.955903688,0.044096312,0.002943708,0.057074527,1
WI_1992,0.151981298,0.094831327,0.081059324,0.116054092,0.056485609,0.033050688,0.248268043,0.952551562,0.047448438,0.017527715,0.057117766,1
WY_1992,0.154137773,0.125315673,0.080628198,0.129065131,0.062590988,0.022042177,-0.257116589,0.961997938,0.038002062,0.05221016,0.00286672,0
AL_1988,0.137861824,0.116518428,0.107915984,0.062871074,0.031322019,0.019660071,-1.403144527,0.845809853,0.154190147,0.013156464,0.056868638,0
AK_1988,0.198357092,0.136259845,0.0861212,0.114696348,0.031519885,0.015408449,1.076247057,0.899791073,0.100208927,0.014031114,0,0
AZ_1988,0.279874111,0.169104718,0.154347571,0.161318263,0.055025548,0.040402581,0.314071082,0.947766705,0.052233295,0.071029703,0.02573127,0
AR_1988,0.168039753,0.099692347,0.09470891,0.111490856,0.06541481,0.030875768,-1.70558479,0.993824407,0.006175593,0.002043698,0.033684823,0
CA_1988,0.17281204,0.124668986,0.110367193,0.132221954,0.062441284,0.023439297,1.255634561,0.794132118,0.205867882,0.524525703,0.133328573,0
CO_1988,0.233261415,0.182892359,0.137605977,0.127067242,0.038687835,0.025561571,-0.098387627,0.928757875,0.071242125,0.067290004,0.024403903,0
CT_1988,0.162992912,0.088550489,0.110606332,0.124666952,0.041587974,0.034685223,2.492568846,0.875291469,0.124708531,0.022060837,0.433341596,0
DE_1988,0.185591478,0.114211075,0.127382266,0.110837274,0.051307702,0.029126882,0.636173276,0.876918323,0.123081677,0.009949271,0.19801573,0
DC_1988,0.171171641,0.176363099,0.086208994,0.070306894,0.038909868,0.024192047,0.258399098,0.601476748,0.398523252,0.162846935,1.0004232,1
FL_1988,0.211063605,0.147020297,0.140946975,0.155027597,0.060118971,0.046414364,-0.319970961,0.918288897,0.081711103,0.00533777,0.152774523,0
GA_1988,0.240238959,0.148210007,0.144609551,0.117777639,0.044975297,0.022163777,-0.279984337,0.91744165,0.08255835,0.014856238,0.083939548,0
HI_1988,0.156483687,0.10758467,0.087637829,0.097175419,0.029610055,0.024188341,1.588561864,0.302709094,0.697290906,0.031324728,0.082514988,1
ID_1988,0.318322067,0.187260875,0.164973082,0.118387323,0.055864892,0.025827227,-0.726906655,0.977538342,0.022461658,0.000713561,0.007865768,0
IL_1988,0.130456424,0.089380534,0.079740495,0.087396684,0.049452675,0.030049663,0.835664553,0.89092279,0.10907721,0.07155038,0.151829726,0
IN_1988,0.172733806,0.102199677,0.090113827,0.092457046,0.060217861,0.030901828,-0.150083041,0.946614301,0.053385699,0.006691869,0.112929116,0
IA_1988,0.165951178,0.096250134,0.079004848,0.083258057,0.056465732,0.032911004,-0.471080632,0.973276209,0.026723791,0.000184389,0.035695496,1
KS_1988,0.172890695,0.10598284,0.078991971,0.091614924,0.050928325,0.032772761,-0.300088109,0.99182654,0.00817346,0.028232917,0.021774798,0
KY_1988,0.144836844,0.082203595,0.080929326,0.077081905,0.054485881,0.027268659,-1.036637297,0.955137405,0.044862595,0.001447516,0.077922695,0
LA_1988,0.133417935,0.099544284,0.073643643,0.09922032,0.053336071,0.024764504,-1.185316843,0.741864928,0.258135072,0.016894956,0.058531578,0
ME_1988,0.124287019,0.088028858,0.07620185,0.107900066,0.075667359,0.041436461,-0.295669698,0.98116454,0.01883546,0.000277309,0.024724749,0
MD_1988,0.160203477,0.113399208,0.098139867,0.139389666,0.065473888,0.032602209,1.761100831,0.90009715,0.09990285,0.001286402,0.285375814,0
MA_1988,0.172710186,0.095579366,0.084159234,0.128332917,0.039477489,0.035982987,1.626560202,0.998702145,0.001297855,0.003005582,0.420575207,1
MI_1988,0.135020793,0.07596179,0.069157026,0.082588041,0.05292728,0.032758763,0.679031867,0.866216592,0.133783408,0.004996933,0.072360721,0
MN_1988,0.161559001,0.118347171,0.089550232,0.128123464,0.065966498,0.040365808,0.493458587,0.946672112,0.053327888,0.004156997,0.036934187,1
MS_1988,0.150377038,0.087143336,0.083810209,0.100737991,0.053889445,0.025612337,-1.88298401,0.764745317,0.235254683,0.026689953,0.040025282,0
MO_1988,0.155099845,0.100150402,0.082740431,0.09093171,0.060638091,0.033053104,-0.407897349,0.937769639,0.062230361,0.00473414,0.054771034,0
MT_1988,0.192273385,0.109611934,0.096572273,0.12097348,0.049076603,0.040115091,-1.142458252,0.967890522,0.032109478,7.11507E-05,0.003345069,0
NE_1988,0.17606481,0.120172852,0.08688735,0.080958516,0.057578811,0.03343283,-0.732208749,0.951393115,0.048606885,0.004054551,0.014267499,0
NV_1988,0.27684131,0.224036074,0.197216476,0.084285605,0.060982635,0.030451436,0.85355912,0.824548286,0.175451714,0.009878992,0.009637113,0
NH_1988,0.15254371,0.118818539,0.137924129,0.12993646,0.04409057,0.042761517,0.989204351,0.964074485,0.035925515,0.00034349,0.087636951,0
NJ_1988,0.142554374,0.096570195,0.09383662,0.1266584,0.043628476,0.036110678,2.155002211,0.726146257,0.273853743,0.058808858,0.673907529,0
NM_1988,0.187738746,0.116890041,0.093270031,0.111171026,0.062649563,0.038557397,-1.074856556,0.813690236,0.186309764,0.320079273,0.008872599,0
NY_1988,0.133649423,0.087390129,0.077264092,0.111299689,0.053477672,0.036904396,0.717030206,0.909741367,0.090258633,0.203995908,0.248260021,1
NC_1988,0.229001885,0.143521344,0.134796973,0.122977334,0.055358278,0.034099413,-0.445453846,0.885023913,0.114976087,0.007382616,0.093739133,0
ND_1988,0.137424428,0.073868464,0.066821895,0.072495915,0.046848448,0.036378676,-1.009905908,0.967173188,0.032826812,0.02810866,0.006354363,0
OH_1988,0.142821631,0.081069602,0.072538829,0.101496708,0.051831496,0.032163115,0.095359715,0.91712135,0.08287865,0.000386656,0.180075971,0
OK_1988,0.186408978,0.119931523,0.095219234,0.110955845,0.06586878,0.028447636,-1.131633144,0.955941132,0.044058868,0.002785675,0.03243146,0
OR_1988,0.17227219,0.143158287,0.116216206,0.135594248,0.042877973,0.042577928,-0.118270478,0.963301664,0.036698336,-0.000479258,0.021905431,1
PA_1988,0.140932717,0.087005645,0.07226726,0.096287546,0.044941472,0.036890969,0.142194877,0.93998576,0.06001424,0.001189619,0.191394321,0
RI_1988,0.156068506,0.086539387,0.070979732,0.075855661,0.043926146,0.037836248,0.618941472,0.901004064,0.098995936,0.000621691,0.484023305,1
SC_1988,0.221811964,0.133346956,0.122088154,0.16100904,0.045941899,0.029283184,-0.795392032,0.76869394,0.23130606,0.000347953,0.077137829,0
SD_1988,0.181157199,0.108846155,0.097337122,0.095534849,0.060911053,0.041016103,-1.457932829,0.952593782,0.047406218,0.001419598,0.00573139,0
TN_1988,0.187525285,0.122536938,0.121174725,0.144941194,0.040287285,0.036127724,-0.994662389,0.919550365,0.080449635,0.002040504,0.088015942,0
TX_1988,0.290009509,0.200231445,0.176336416,0.101410832,0.040134317,0.039284294,-0.477266408,0.787702709,0.212297291,0.120350564,0.043883793,0
UT_1988,0.399928914,0.237049125,0.209081327,0.117476656,0.061982285,0.023137975,0.206924604,0.94288119,0.05711881,0.006698895,0.012890536,0
VT_1988,0.166002716,0.09469672,0.068863913,0.103430231,0.071115061,0.034502673,-0.087783439,0.947646352,0.052353648,0.025250573,0.043583249,0
VA_1988,0.199511838,0.124065956,0.109070069,0.143635074,0.03000955,0.034030026,0.963798485,0.974198105,0.025801895,0.008449361,0.108692124,0
WA_1988,0.200579004,0.17657681,0.128177885,0.152515297,0.031891554,0.044094058,0.474238497,0.890397976,0.109602024,0.004219614,0.050309042,1
WV_1988,0.111306283,0.062819789,0.065010985,0.101121174,0.052688561,0.027096112,-1.162562024,0.96026452,0.03973548,0.001362852,0.056926422,1
WI_1988,0.158144905,0.094879759,0.080248711,0.128497481,0.061084068,0.035197405,0.154566429,0.934256379,0.065743621,0.010247122,0.055585422,1
WY_1988,0.160731149,0.132888735,0.079141952,0.13781717,0.070371376,0.022327628,0.505830139,0.961997938,0.038002062,0.044408372,0.002738347,0
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
